co,no,no2,o3,so2,pm25,pm10,nh3,aqi
2075.76,9.06,4.45,24.16,9.74,37.47,58.24,20.75,104.94
192.74,18.62,44.82,33.72,8.53,29.25,63.07,10.39,86.79
804.38,12.75,22.56,123.11,25.23,26.81,62.65,3.59,81.56
7813.1,10.98,24.39,56.02,45.99,69.87,130.89,6.66,157.57
360.6,19.7,8.02,17.84,5.31,45.86,108.9,2.62,126.03
2138.99,12.39,30.35,37.39,50.6,322.41,552.4,3.62,357.64
4949.45,17.44,46.44,124.1,8.47,14.12,25.78,2.35,54.34
1883.31,8.68,22.81,54.17,67.81,55.6,91.77,19.23,150.05
393.39,5.73,12.01,9.22,6.37,19.51,41.37,6.88,65.9
1056.97,4.27,12.99,15.92,29.45,13.88,26.65,2.88,53.83
58.49,3.79,25.04,14.98,12.82,32.76,69.23,12.4,94.33
125.2,1.48,21.09,104.86,3.15,37.99,85.92,7.4,106.26
162.88,2.97,49.64,90.47,2.23,500.0,600.0,21.13,500.0
11625.06,2.88,12.43,20.08,5.0,27.55,58.61,8.44,83.15
119.24,4.45,5.94,19.74,40.09,10.7,26.05,1.76,44.56
116.6,35.24,28.77,34.32,1.18,43.51,78.28,4.5,120.13
84.28,6.31,12.46,35.15,18.19,4.16,7.73,2.32,17.33
934.23,9.41,43.98,15.34,16.38,30.21,66.99,12.97,88.85
499.66,9.71,20.24,27.13,1.62,33.65,71.05,21.86,96.25
2059.34,36.15,38.66,10.35,4.68,73.3,123.04,1.58,159.38
1104.21,4.16,7.28,91.64,4.67,87.67,164.49,6.52,166.95
50.88,5.91,23.18,8.1,12.98,20.01,39.38,23.4,66.98
120.19,6.64,9.98,8.03,70.78,28.49,54.67,1.55,85.16
3127.51,23.02,5.93,46.9,44.25,15.39,25.83,4.78,57.07
297.39,28.34,8.49,12.31,7.91,10.72,25.99,7.39,44.66
2395.6,11.88,11.65,22.18,4.5,45.15,102.13,21.49,124.24
322.3,25.35,69.73,34.83,1.88,9.27,18.36,12.74,38.61
94.49,8.83,11.35,56.84,7.73,21.88,47.69,15.63,70.98
255.98,6.22,5.63,27.75,4.14,12.24,29.35,13.5,50.3
94.44,24.02,22.91,137.46,11.67,57.38,93.88,5.09,150.99
172.72,12.03,20.68,33.1,12.21,200.62,351.17,38.22,250.17
545.33,3.54,12.28,85.85,6.88,9.01,18.41,3.78,37.54
869.06,20.03,17.09,41.38,7.06,5.19,11.93,0.46,21.63
37.14,6.0,53.32,182.18,5.3,29.23,44.9,1.22,86.75
393.05,5.31,39.28,77.22,6.59,33.64,83.56,6.57,96.22
167.35,18.05,36.03,34.29,68.24,41.21,80.56,5.3,114.34
152.53,6.76,6.15,54.77,22.68,21.19,39.4,4.32,69.51
492.27,10.9,360.16,26.88,23.05,27.1,48.57,8.59,82.18
176.68,14.32,57.47,26.66,41.03,47.82,80.07,24.54,130.96
3207.37,3.38,33.68,11.67,36.9,93.73,214.79,11.64,170.14
2397.29,10.86,6.27,17.35,67.34,4.69,11.51,14.13,19.53
2374.98,28.49,51.82,172.22,24.68,22.9,43.82,2.51,73.17
192.03,2.84,12.17,12.64,15.58,41.01,100.57,4.4,113.84
95.23,11.59,16.54,19.6,6.0,13.22,30.73,14.89,52.41
456.25,3.22,3.74,30.72,4.53,187.01,370.48,8.23,236.55
321.98,20.52,5.8,31.55,35.12,17.54,38.14,11.91,61.68
161.87,20.33,31.14,45.01,10.66,31.78,61.49,13.65,92.22
69.16,5.18,54.94,22.75,2.38,57.74,118.88,8.72,151.18
379.07,67.33,39.84,47.29,0.99,18.33,28.56,35.94,63.38
220.06,22.35,38.51,82.59,160.32,5.22,11.48,4.34,21.77
1132.88,14.98,18.83,91.22,3.73,21.57,33.5,3.26,70.32
1094.07,14.16,13.37,26.74,5.35,92.71,214.81,1.26,169.6
2103.17,19.77,26.81,54.0,53.18,23.64,54.97,15.62,74.77
61.01,2.73,45.67,13.24,2.86,14.2,24.67,4.18,54.52
736.26,8.98,20.18,18.59,23.05,83.57,152.4,26.21,164.79
135.48,10.84,67.37,12.95,108.46,23.79,47.13,9.47,75.08
64.68,4.95,16.2,31.93,153.95,19.88,41.69,5.27,66.7
212.11,11.76,7.54,16.65,7.12,38.45,68.73,2.57,107.42
2004.31,25.32,19.88,9.81,12.01,71.58,149.77,17.23,158.47
230.79,4.85,22.33,24.32,7.57,358.42,600.0,7.0,386.51
4222.5,7.0,18.5,8.31,11.92,75.73,117.8,9.66,160.66
919.03,3.25,72.29,95.75,57.85,105.62,158.7,13.52,176.41
223.38,1.24,44.94,21.2,2.27,19.97,31.97,9.64,66.88
2298.64,16.1,4.8,72.84,26.51,11.87,27.21,3.16,49.46
786.9,7.2,93.16,22.34,9.64,35.25,86.75,12.44,99.67
99.6,7.75,1.3,12.73,62.94,36.86,71.03,16.78,103.42
6556.45,2.75,172.61,84.81,59.06,11.26,22.67,10.59,46.93
595.39,6.14,15.07,35.55,7.47,27.79,45.77,13.91,83.67
414.97,22.12,16.62,149.83,10.67,49.37,101.26,15.26,134.85
111.8,7.4,18.92,22.8,35.56,47.48,78.09,4.97,130.11
2366.83,7.61,29.52,23.2,39.65,54.83,115.76,4.79,148.57
876.48,9.09,20.08,73.98,0.63,44.3,107.79,68.5,122.11
1036.76,2.15,17.58,74.4,35.43,19.95,33.82,27.82,66.84
188.43,13.8,74.36,37.44,87.86,19.81,44.86,7.04,66.54
1409.73,2.11,35.36,477.33,16.56,9.98,15.21,14.63,41.6
1584.02,2.89,7.7,26.46,38.1,197.31,370.05,2.89,246.86
147.94,2.59,42.13,11.99,56.52,33.56,54.06,4.06,96.06
48.16,6.2,33.92,14.85,15.89,26.45,48.99,2.12,80.79
964.93,5.19,11.64,26.58,32.36,13.08,21.89,9.83,52.11
38.09,7.38,44.35,111.61,12.37,500.0,600.0,9.95,500.0
506.75,2.99,17.16,28.53,11.44,11.32,21.71,21.84,47.17
206.26,20.2,16.09,115.91,5.51,21.57,38.83,5.98,70.31
2509.9,17.01,15.66,46.88,14.99,50.19,108.24,21.47,136.91
223.8,6.21,1.77,78.78,117.24,60.35,145.99,14.2,152.56
2123.69,4.58,11.86,45.14,4.12,86.31,164.04,86.42,166.23
186.55,4.14,40.98,44.85,25.54,201.87,341.63,39.14,251.42
1808.02,5.42,19.64,60.47,17.91,54.94,97.28,32.86,148.83
8870.73,1.82,5.56,21.04,71.51,11.52,27.11,17.04,47.99
81.28,2.83,52.7,21.23,89.61,25.61,53.06,3.02,79.0
625.19,17.46,14.9,43.8,4.02,45.05,88.08,9.9,124.0
24913.71,9.99,5.92,156.47,6.12,261.97,432.15,69.93,309.19
445.81,37.87,182.37,9.65,6.53,8.18,15.96,12.27,34.1
442.61,5.48,7.01,6.53,6.81,110.23,196.04,3.25,178.84
1316.52,5.15,48.4,26.82,7.55,39.64,96.85,10.34,110.41
429.07,4.91,9.31,75.54,18.48,76.54,182.48,2.75,161.09
31.16,5.37,23.01,34.5,4.39,29.9,47.37,3.14,88.21
2204.89,3.82,8.15,12.99,5.19,14.26,28.76,11.17,54.64
20.0,9.69,5.82,35.28,4.72,70.17,121.04,15.48,157.73
215.9,7.61,33.86,8.28,22.0,63.72,121.75,3.33,154.33
2467.94,4.44,30.12,54.77,11.29,87.54,208.06,4.22,166.88
236.32,25.82,63.1,25.86,9.12,32.68,66.25,1.77,94.16
142.52,49.23,19.41,31.01,4.44,18.18,33.34,6.49,63.04
1508.54,23.73,185.0,46.61,1.78,6.97,11.9,1.06,29.03
112.54,12.91,26.27,39.04,86.3,75.14,172.85,5.48,160.35
64.5,15.83,35.4,21.48,8.62,50.6,107.49,8.0,137.93
608.97,47.3,5.16,75.71,315.01,12.61,24.81,1.28,51.09
306.62,15.8,10.87,62.65,30.79,19.33,33.19,2.7,65.51
62.46,4.12,33.77,8.01,109.41,20.76,38.09,6.96,68.59
1048.83,10.94,18.46,27.54,40.13,7.52,18.49,6.07,31.32
809.75,13.82,24.23,13.95,14.73,14.62,29.53,6.36,55.41
235.18,2.73,8.88,12.01,5.95,10.66,20.25,9.86,44.4
260.6,5.56,22.69,50.81,3.77,21.92,44.31,1.39,71.08
816.96,22.21,22.61,23.68,46.69,15.82,36.05,15.01,57.98
2405.57,1.19,6.17,29.54,16.74,6.51,11.97,5.37,27.12
263.96,2.12,38.19,19.38,25.53,250.28,420.15,4.07,299.88
1077.11,6.19,3.67,44.53,32.38,115.88,241.6,1.14,181.81
941.81,10.52,24.15,56.98,18.67,15.2,32.9,5.65,56.64
1508.64,1.9,117.4,187.96,6.92,43.49,96.22,12.33,120.06
427.93,6.51,39.67,28.65,41.07,50.27,119.75,8.51,137.12
102.67,23.42,39.42,10.39,9.6,108.97,203.9,8.77,178.17
201.59,7.91,8.19,22.13,13.58,14.61,23.01,5.26,55.38
674.71,18.9,117.81,65.21,28.81,98.7,242.64,6.95,172.76
6171.5,4.09,79.58,17.85,11.35,19.15,37.05,2.44,65.12
195.19,3.29,8.64,10.12,1.38,8.71,18.49,7.35,36.28
1349.08,17.27,12.49,18.15,42.47,68.32,147.99,4.52,156.75
246.64,10.69,70.43,21.61,54.92,120.39,246.39,2.4,184.19
476.14,2.26,121.04,13.93,1.35,440.5,600.0,15.72,452.3
3917.05,3.32,5.67,39.41,3.48,9.98,22.5,1.53,41.57
1269.58,35.32,7.36,31.09,138.19,66.61,153.46,12.48,155.86
62.68,2.93,17.4,62.29,16.09,21.98,45.13,13.29,71.2
170.94,18.81,2.29,23.18,12.23,72.48,144.14,4.36,158.95
2655.35,4.58,20.47,51.75,7.3,7.61,12.28,20.71,31.71
499.11,7.37,65.74,22.34,3.54,9.37,14.84,4.27,39.03
72.01,9.92,4.77,13.41,9.65,15.24,28.04,4.01,56.74
118.1,0.9,22.81,21.45,39.22,35.84,64.89,2.22,100.85
1158.92,1.71,11.23,9.07,11.96,17.44,42.8,7.33,61.46
1792.95,8.06,103.54,138.46,25.34,64.01,146.18,2.83,154.48
414.38,3.58,11.36,37.11,101.38,92.47,199.73,3.35,169.48
16530.64,20.02,91.74,17.53,6.07,60.31,121.69,6.92,152.54
1388.85,1.48,11.05,24.48,17.52,167.13,278.67,7.22,216.65
280.0,13.0,43.43,4.66,40.66,50.19,124.4,25.94,136.91
118.68,1.87,25.84,104.32,3.98,9.81,18.39,18.75,40.86
93.47,5.2,17.49,96.47,15.08,129.46,208.03,12.82,188.97
667.23,2.55,9.11,36.09,115.21,18.08,36.05,6.38,62.83
193.8,49.52,27.75,42.76,8.1,82.3,195.39,4.93,164.12
4967.22,1.94,12.93,12.01,43.9,159.77,381.42,7.2,209.28
3639.01,6.54,10.08,12.73,10.28,52.28,79.0,4.24,142.17
1042.73,1.31,87.59,8.52,105.58,7.42,17.7,3.67,30.91
68.82,36.58,34.73,29.11,1.69,13.22,23.42,6.83,52.41
147.18,11.04,38.23,77.39,13.17,124.31,191.3,3.07,186.25
2653.19,8.47,13.58,24.37,2.07,27.96,65.65,3.26,84.04
173.37,32.28,16.68,43.74,5.25,35.86,84.76,19.2,100.9
2171.59,8.56,15.66,72.46,5.22,70.73,148.26,1.86,158.02
822.14,9.2,28.14,9.03,8.84,66.44,137.83,2.61,155.76
435.97,8.43,38.16,144.96,2.93,43.76,101.23,26.4,120.76
140.58,12.98,19.49,83.58,11.18,26.88,61.45,4.99,81.71
350.25,4.52,9.09,49.95,21.17,24.22,57.9,29.25,76.02
536.18,5.96,42.97,69.36,1.94,78.09,160.3,2.3,161.9
1898.48,16.62,20.77,72.01,5.69,57.6,142.14,7.95,151.11
106.85,9.75,4.75,41.85,257.03,25.6,63.91,15.99,78.98
271.99,6.59,2.37,103.82,18.09,97.72,157.97,2.99,172.24
431.49,1.82,27.06,23.05,1.38,29.11,68.39,39.42,86.49
1090.09,33.05,8.76,47.92,2.27,14.13,28.26,5.0,54.36
103.27,3.81,30.91,95.33,15.98,15.5,29.26,12.29,57.3
55.99,19.83,9.25,3.85,13.75,12.44,26.3,3.75,50.74
1108.7,8.81,22.95,47.01,6.02,25.22,39.24,32.84,78.15
41.39,2.03,13.76,59.13,169.35,113.72,228.17,10.01,180.67
2772.4,25.85,115.81,8.44,282.16,14.8,35.1,60.18,55.8
319.29,9.53,51.95,41.49,8.87,39.98,68.51,24.02,111.27
39.6,28.09,77.27,17.55,34.73,17.17,33.08,17.07,60.89
196.25,6.16,20.57,45.49,36.88,25.53,62.27,2.84,78.81
712.43,14.94,45.71,30.69,43.25,7.32,14.11,8.04,30.48
181.44,1.27,22.01,15.53,5.65,26.56,49.36,5.38,81.03
415.73,4.48,87.32,80.46,124.88,27.28,52.95,7.59,82.58
1224.29,2.07,18.68,23.7,11.22,56.84,114.79,8.57,150.71
297.89,5.08,4.97,41.1,20.21,41.4,88.26,3.0,114.82
98.93,11.84,2.72,94.75,12.21,9.99,22.98,6.32,41.63
257.63,4.04,106.52,15.91,10.3,97.92,191.16,6.71,172.35
3368.63,17.53,32.41,33.33,17.01,40.87,94.71,2.69,113.48
5052.29,3.14,34.61,22.28,2.94,40.38,82.13,16.45,112.27
19.49,17.91,89.09,26.64,1.14,32.81,60.33,9.23,94.45
2072.56,27.38,3.85,185.84,9.43,19.73,42.58,16.66,66.38
587.12,20.36,14.03,47.72,4.24,41.17,91.31,12.03,114.26
1613.2,5.24,15.86,42.56,23.5,53.28,109.66,1.33,144.68
176.67,0.88,42.19,50.36,20.5,5.77,8.99,3.21,24.05
28.43,13.23,10.05,46.72,12.38,19.32,32.27,38.6,65.5
969.45,6.52,6.04,7.69,72.09,25.66,45.82,16.2,79.11
98.35,2.78,5.99,207.97,12.09,42.78,76.27,1.46,118.3
50.28,4.24,63.4,10.26,2.12,109.21,237.37,11.82,178.3
55.83,31.01,9.56,132.43,9.32,15.31,23.24,3.22,56.88
993.64,2.37,11.56,54.29,49.66,20.13,45.4,0.91,67.22
497.29,11.8,37.88,38.27,1.27,19.84,35.02,38.75,66.6
1304.66,9.19,9.98,25.94,10.88,14.86,26.89,7.97,55.92
1100.6,5.17,3.65,266.17,24.3,23.4,47.46,9.18,74.25
214.56,14.08,4.13,53.71,293.74,71.58,122.82,2.1,158.47
362.96,37.8,18.98,33.59,51.93,11.54,27.53,2.33,48.1
187.32,5.5,33.03,21.58,14.28,50.8,80.53,1.5,138.43
294.27,5.79,16.41,19.61,22.76,6.04,11.74,30.48,25.16
94.55,13.76,30.89,34.48,1.25,18.89,44.38,1.43,64.57
724.68,18.51,4.0,15.73,3.46,23.82,50.4,37.22,75.15
2023.7,6.5,4.28,57.04,26.61,176.77,316.83,2.75,226.3
118.52,5.44,191.32,19.76,14.78,25.16,48.32,2.16,78.02
2757.02,0.8,68.91,73.99,17.23,3.66,8.09,6.99,15.27
478.32,3.39,43.34,72.68,12.69,4.49,11.1,3.73,18.69
579.18,2.36,10.38,31.68,12.11,34.26,81.99,8.14,97.56
31.53,14.65,15.83,52.68,13.78,61.18,112.71,3.07,152.99
26.82,5.79,20.05,54.83,3.43,48.2,120.42,5.4,131.92
500.78,5.57,74.76,10.28,9.26,39.16,58.87,3.46,109.19
1318.96,7.32,30.05,132.34,2.74,105.88,161.74,17.48,176.54
147.37,3.1,33.98,26.99,5.79,19.31,44.86,12.34,65.46
4940.1,34.93,16.99,57.77,51.17,81.04,137.72,9.47,163.45
1214.88,27.06,44.37,59.08,9.81,6.48,10.11,21.19,26.98
103.28,37.27,27.18,4.52,24.9,13.4,23.27,9.61,52.78
422.54,14.64,20.99,19.58,13.99,5.44,10.47,8.84,22.65
16570.74,7.17,9.55,64.86,7.68,25.16,56.12,6.55,78.02
62.56,37.14,17.93,34.81,3.63,31.62,67.17,3.61,91.88
891.05,3.74,6.82,57.46,7.54,37.12,64.5,3.62,104.07
248.61,3.09,19.3,35.66,15.18,35.23,70.57,8.56,99.63
1164.85,4.05,21.95,88.54,24.44,13.1,31.78,20.45,52.14
2699.74,12.46,1.81,36.28,14.11,27.38,63.38,13.07,82.79
226.02,3.45,15.95,103.47,26.56,7.41,13.51,13.0,30.87
2161.09,6.33,6.2,15.12,1.97,129.44,321.31,2.44,188.96
11291.5,1.49,33.07,29.9,34.47,24.44,53.99,12.46,76.49
445.6,11.95,37.98,20.6,3.15,20.31,31.73,4.96,67.62
1309.41,1.62,13.11,45.19,39.65,162.22,249.03,8.81,211.73
166.39,2.91,34.78,26.5,22.26,9.56,15.95,12.83,39.84
415.25,24.96,36.27,27.56,1.29,10.74,23.94,2.33,44.77
309.51,24.05,15.96,18.84,29.5,11.06,18.63,8.65,46.1
1333.29,10.74,93.16,22.91,40.21,30.94,62.24,9.36,90.43
2457.78,9.73,9.73,32.84,55.12,50.99,81.24,20.06,138.92
342.24,4.35,87.48,6.57,4.84,69.39,167.97,4.41,157.32
4025.62,3.41,16.04,5.25,15.11,433.54,600.0,6.95,446.73
4004.09,5.14,8.64,34.72,28.03,3.49,8.41,8.76,14.55
1436.95,1.63,14.13,3.61,29.48,60.87,148.82,4.41,152.83
186.04,9.51,6.69,28.37,19.91,18.97,28.57,4.33,64.74
161.14,7.76,44.02,24.49,7.3,18.42,36.18,4.16,63.57
119.27,2.91,4.04,51.09,39.87,17.82,27.17,6.5,62.27
1675.3,35.47,80.61,19.34,40.15,13.35,32.15,42.4,52.67
65.52,13.56,7.88,116.23,10.12,178.49,360.26,6.74,228.02
1113.49,14.76,46.37,65.27,4.76,76.88,121.09,12.03,161.27
79.71,4.54,20.58,9.88,5.09,33.89,54.58,7.63,96.77
1387.58,7.38,26.33,26.38,62.66,127.87,240.84,5.43,188.13
413.98,13.84,11.13,112.36,38.12,7.3,17.81,7.21,30.4
2982.32,8.61,28.58,18.95,11.89,8.75,19.19,15.95,36.47
2235.41,36.67,22.99,31.74,9.59,3.75,8.88,7.0,15.63
3472.39,6.03,4.67,101.83,1.46,16.45,30.71,6.29,59.34
3609.15,4.46,7.67,21.49,11.01,38.93,60.07,5.84,108.61
500.42,13.93,11.69,81.32,2.92,36.7,90.81,2.74,103.02
70.94,2.09,9.44,15.99,14.74,38.45,58.33,20.91,107.41
83.2,18.62,70.3,3.29,50.52,8.08,19.77,4.73,33.65
17.63,2.01,20.23,88.48,3.76,73.93,138.16,32.12,159.71
79.4,13.99,9.22,47.04,16.22,42.08,63.55,9.44,116.54
447.3,3.86,12.3,49.58,40.34,68.93,150.89,30.14,157.07
174.25,11.9,12.13,13.81,15.87,4.99,12.38,6.05,20.79
307.91,18.31,15.06,14.72,6.5,45.22,111.49,3.55,124.42
844.78,8.61,6.85,83.13,12.34,10.1,16.77,20.97,42.07
255.67,2.23,8.9,40.23,38.42,22.26,37.42,4.22,71.8
74.98,3.01,43.23,30.15,16.69,56.51,116.72,26.72,150.53
372.47,3.57,24.18,39.52,12.13,36.27,77.53,13.18,101.94
104.82,1.11,17.25,110.7,48.78,14.13,31.65,31.96,54.36
268.76,22.82,20.14,59.08,22.6,33.32,56.02,2.78,95.54
3023.49,8.25,19.19,22.65,2.88,7.16,17.61,19.23,29.83
268.87,2.37,16.3,10.77,25.99,104.61,223.74,3.52,175.88
5747.02,31.68,33.69,53.01,38.07,26.97,63.3,0.67,81.91
3454.57,3.66,31.29,15.81,2.76,101.35,206.75,18.1,174.16
169.19,9.49,4.17,12.86,0.8,19.56,37.44,7.34,66.01
76.2,3.24,17.61,94.88,3.49,19.62,48.6,19.34,66.13
372.85,0.98,4.46,66.55,10.77,15.42,32.11,8.1,57.13
2275.58,1.89,37.92,45.08,40.93,79.53,188.24,7.55,162.66
193.39,4.72,43.28,12.3,4.18,16.29,39.96,33.04,58.99
1575.2,18.14,10.9,138.58,23.72,63.09,137.25,8.32,154.0
2471.7,10.45,17.87,75.42,0.38,22.59,46.29,4.59,72.51
126.34,8.5,2.43,25.97,15.13,4.59,6.9,6.76,19.13
146.34,0.99,53.13,21.93,7.48,18.72,28.83,8.65,64.21
1174.96,26.31,40.84,35.26,151.16,10.18,17.32,0.43,42.44
506.63,9.24,63.44,22.58,1.26,34.26,57.76,12.07,97.55
144.16,6.56,88.81,194.32,11.97,10.07,17.67,28.76,41.96
237.87,22.93,5.91,24.33,1.25,83.59,150.88,7.04,164.8
362.93,25.73,48.82,14.09,6.3,30.23,56.23,4.85,88.91
38.58,23.44,88.17,118.01,1.58,27.73,53.25,10.89,83.53
1272.15,5.77,4.51,21.0,192.66,63.81,102.02,42.25,154.38
196.76,2.71,16.92,62.12,7.95,86.83,133.92,11.81,166.5
6.2,19.86,13.97,56.84,9.46,32.46,70.56,9.16,93.68
389.24,1.89,47.25,31.6,11.57,15.31,31.2,5.0,56.9
132.64,51.79,1.83,15.2,3.13,5.62,10.92,2.54,23.41
5080.85,7.6,123.46,31.86,43.22,16.68,35.59,7.56,59.82
167.64,2.56,17.95,12.99,26.26,17.86,41.58,7.7,62.37
77.75,2.16,50.2,32.49,36.65,36.86,71.05,1.07,103.41
864.28,2.06,18.91,61.45,2.82,23.45,50.21,3.57,74.36
149.8,8.5,32.86,130.87,47.58,65.89,161.66,23.54,155.47
125.31,7.34,1.97,13.87,41.42,17.94,41.97,5.71,62.53
866.32,2.15,13.67,27.1,9.22,31.28,60.24,0.63,91.16
84.72,5.17,46.89,21.76,35.66,108.2,232.06,36.64,177.77
45.34,1.88,26.81,41.22,16.9,46.61,78.17,3.03,127.92
5372.22,13.32,3.91,9.8,1.8,31.19,64.26,4.62,90.96
962.22,7.0,21.36,15.75,9.78,18.14,45.01,21.38,62.96
271.43,5.06,8.86,8.55,6.84,17.58,35.48,3.52,61.76
401.33,2.04,8.12,10.48,13.5,14.15,34.34,1.03,54.39
861.6,5.47,4.39,19.52,41.49,19.28,36.77,9.18,65.4
1737.16,4.88,37.29,126.05,1.7,70.5,176.18,16.39,157.91
129.81,10.15,61.13,43.73,7.15,26.53,55.15,4.62,80.96
698.7,8.73,167.36,34.88,4.54,8.59,13.24,6.53,35.78
188.66,16.31,4.6,97.27,4.78,194.06,404.96,2.27,243.6
303.85,4.55,43.27,45.01,4.54,45.6,80.93,2.73,125.38
513.39,1.15,46.21,48.52,13.22,8.11,12.43,5.36,33.79
399.41,19.91,11.24,22.68,22.82,21.29,49.41,14.13,69.72
1216.03,2.9,8.02,19.89,18.5,37.0,65.7,8.15,103.77
837.67,2.44,6.78,11.6,15.22,182.11,418.22,20.49,231.64
42.0,7.08,11.85,20.47,25.69,10.93,19.55,38.61,45.56
52.63,10.0,24.6,26.46,211.96,87.89,148.91,17.93,167.06
231.7,4.35,78.27,43.63,14.34,134.22,332.05,1.51,191.48
6266.28,4.31,60.66,32.16,41.49,17.66,32.88,5.56,61.93
112.46,5.0,3.99,24.73,38.75,25.09,52.72,17.76,77.88
295.2,30.46,9.13,15.97,102.86,11.75,24.79,6.56,48.95
180.45,7.37,73.67,45.57,23.87,27.02,55.67,1.46,82.01
175.73,2.81,9.67,22.24,4.42,31.93,77.09,4.25,92.54
527.08,2.84,18.97,43.95,17.56,64.05,139.27,0.76,154.5
3298.31,5.75,3.65,7.17,16.47,98.51,187.54,5.6,172.66
799.47,9.37,63.63,43.34,32.4,15.67,37.02,3.73,57.67
120.87,11.99,2.97,60.19,4.27,4.63,7.78,5.15,19.29
25080.46,8.37,3.89,54.36,55.68,32.42,66.27,24.08,93.6
453.89,3.18,57.44,28.29,12.26,44.41,108.84,1.95,122.4
169.72,4.84,137.01,68.87,33.36,42.5,90.32,3.6,117.58
3354.79,15.39,15.02,11.96,17.67,23.89,55.35,2.36,75.29
199.62,2.35,19.17,30.83,14.11,37.52,80.79,21.57,105.06
4887.18,4.64,49.81,28.37,16.13,150.72,352.6,22.9,200.22
109.29,13.43,26.83,75.88,27.29,48.51,118.58,10.59,132.68
3446.26,17.73,13.83,6.58,127.79,22.8,40.42,10.06,72.96
545.43,6.09,12.36,14.2,1.08,20.08,33.53,2.22,67.13
2797.77,4.9,4.19,133.99,23.29,27.94,55.44,9.02,84.0
6992.89,1.97,25.35,4.74,12.84,170.16,374.67,2.41,219.68
73.78,12.5,18.32,63.53,9.85,27.57,47.62,7.7,83.2
2734.37,27.63,12.96,18.91,0.71,32.47,48.83,5.24,93.7
48.75,96.08,7.38,40.6,24.44,20.44,37.68,4.08,67.91
83.87,10.87,8.16,102.62,10.49,99.38,245.36,7.6,173.12
120.89,7.02,37.28,41.87,4.48,235.06,515.95,14.55,284.64
858.73,2.95,48.5,104.34,12.82,51.97,98.81,43.62,141.37
423.91,1.13,14.48,22.33,8.57,35.97,60.89,12.82,101.19
313.97,8.82,13.03,24.83,1.51,34.36,63.77,72.1,97.76
502.38,77.5,8.55,62.15,13.54,3.05,5.1,9.03,12.72
979.39,26.33,51.26,23.3,24.44,69.77,112.07,43.99,157.52
1099.24,22.57,20.72,53.4,6.3,37.87,91.14,11.42,105.96
2082.35,9.45,29.02,85.37,16.68,50.82,126.94,9.39,138.5
6186.05,10.59,28.75,66.33,13.87,16.26,27.05,6.24,58.92
390.71,0.65,14.77,9.36,42.72,22.55,35.05,9.97,72.42
184.63,15.84,6.26,25.2,10.76,21.95,40.17,11.38,71.15
1012.63,4.14,7.42,41.49,31.86,91.98,180.44,1.79,169.22
72.5,3.66,62.05,27.25,8.36,22.67,38.66,14.88,72.69
145.76,5.35,9.72,35.29,129.13,265.78,478.78,1.68,312.25
1806.36,5.17,13.32,41.93,7.21,50.95,86.66,14.9,138.82
334.89,3.61,6.46,21.73,5.35,9.25,21.03,13.45,38.53
65.87,7.49,5.95,28.37,10.8,29.12,64.43,30.61,86.53
43.18,4.23,9.31,12.87,5.09,17.26,36.85,3.12,61.07
434.01,8.17,108.68,22.59,2.72,3.69,6.96,2.75,15.37
2236.9,1.67,38.79,9.76,29.17,163.94,394.93,22.36,213.45
2192.55,5.97,11.86,36.35,0.31,66.9,165.2,2.52,156.0
476.43,2.47,59.32,28.37,5.15,56.44,94.46,2.29,150.5
8212.1,3.89,17.25,15.92,2.43,39.07,67.32,9.1,108.97
344.73,8.53,77.82,138.13,14.45,8.31,16.84,7.05,34.64
327.72,1.49,183.41,27.21,0.88,20.42,32.49,8.63,67.85
8.57,3.25,56.16,41.65,23.51,76.84,148.8,12.65,161.25
206.22,13.05,22.08,19.87,26.77,11.57,24.1,12.72,48.23
1448.12,1.8,40.42,23.77,1.72,2.63,5.32,6.84,10.97
4213.05,43.72,20.39,42.93,15.31,26.39,48.31,7.75,80.66
116.12,24.64,3.2,25.39,22.63,28.74,58.7,6.91,85.71
807.04,4.51,10.44,33.2,37.65,37.92,93.25,7.65,106.09
1939.76,3.36,7.76,63.15,2.09,68.62,117.06,1.85,156.91
410.27,9.04,10.21,21.88,1.77,62.65,135.01,15.74,153.77
13.13,1.74,120.74,11.41,73.93,42.9,66.2,21.09,118.58
584.6,1.0,61.69,9.77,4.54,109.46,171.46,13.98,178.43
1264.14,4.67,31.21,104.66,6.47,7.25,14.88,12.94,30.21
97.4,6.46,45.26,69.75,26.04,54.85,88.03,2.74,148.62
275.55,8.12,3.03,55.96,3.0,61.96,94.33,1.79,153.41
71.29,4.0,41.6,23.36,8.85,9.59,16.03,16.96,39.95
8.54,26.42,51.4,11.4,35.52,7.37,15.21,7.6,30.7
1882.78,1.66,2.14,26.42,2.21,15.71,34.61,8.75,57.74
401.17,2.37,43.17,30.73,6.69,17.09,29.09,9.16,60.71
4431.58,12.02,4.84,13.39,3.15,70.35,152.53,9.55,157.82
1459.7,2.31,2.8,10.22,4.81,17.91,30.14,14.11,62.47
237.15,2.22,75.67,8.3,50.54,14.06,29.72,6.72,54.22
356.11,8.36,7.34,56.03,65.76,17.96,34.35,1.1,62.58
943.19,2.58,9.82,12.63,16.6,101.36,218.3,14.71,174.16
1720.42,6.47,54.03,42.42,23.07,33.55,83.71,13.16,96.03
654.59,3.67,14.8,24.09,22.33,27.68,67.48,2.02,83.44
